35925,0,0,3253,0,0,0,0,0,0,0,0,0,0,
29099,0,0,6224,0,9,5,0,0,0,0,0,0,2,
7122,0,0,71,0,0,0,0,0,0,0,0,0,0,
55365,0,0,21,0,0,0,0,0,0,0,0,0,0,
42163,0,0,15,0,0,0,0,0,0,0,0,0,0,
18141,0,0,1,0,0,0,0,0,0,0,0,0,0,
64851,0,0,10256,0,0,0,0,0,0,0,0,0,0,
47741,0,0,441,0,0,0,0,0,0,0,0,0,0,
19319,0,0,321,0,0,0,0,0,0,0,0,0,0,
25449,0,0,174,0,0,0,0,0,0,0,0,0,0,
40506,0,0,128,0,0,0,0,0,0,0,0,0,0,
27499,0,0,178,0,0,0,0,0,0,0,0,0,0,
52225,0,0,33276,0,0,0,0,0,0,0,0,0,0,
17528,0,1,2873,0,0,0,0,0,0,0,0,0,0,
54651,0,0,342,0,0,0,0,0,0,0,0,0,0,
39772,0,0,22,0,0,0,0,0,0,0,0,0,0,
45789,0,18,182,0,0,0,0,0,0,0,0,0,0,
42810,0,0,98,0,0,0,0,0,0,0,0,0,0,
5502,0,0,24,0,0,0,0,0,0,0,0,0,0,
36515,0,0,9628,0,0,0,0,0,0,0,0,0,0,
32603,0,0,362,0,0,0,0,0,0,0,0,0,0,
21111,0,0,670,0,0,0,0,0,0,0,0,0,0,
63186,0,0,114,0,0,0,0,0,0,0,0,0,0,
40569,0,0,951,0,0,0,0,0,0,0,0,0,0,
43331,0,0,717,0,0,0,0,0,0,0,0,0,0,
63060,0,0,2776,0,0,0,0,0,0,0,0,0,0,
53566,0,0,158,0,0,0,0,0,0,0,0,0,0,
1111,0,0,1618,0,0,0,0,0,0,0,0,0,0,
6487,0,0,4,0,0,0,0,0,0,0,0,0,0,
38363,0,0,920,0,0,3,0,0,0,0,0,0,0,
30296,0,0,179,0,0,0,0,0,0,0,0,0,0,
53951,0,0,10,0,0,0,0,0,0,0,0,0,0,
34386,0,0,23,0,0,0,0,0,0,0,0,0,0,
42582,0,0,268,0,0,0,0,0,0,0,0,0,0,
45390,0,0,17,0,0,0,0,0,0,0,0,0,0,
41366,0,0,1,0,0,0,0,0,0,0,0,0,0,
55993,0,0,629,0,0,0,0,0,0,0,0,0,0,
1488,0,0,110,0,0,0,0,0,0,0,0,0,0,
18039,0,0,102,0,0,0,0,0,0,0,0,0,0,
63341,0,0,948,0,0,0,0,0,0,0,0,0,0,
20190,0,0,3335,0,0,0,0,0,0,0,0,0,0,
10932,0,0,57,0,0,0,0,0,0,0,0,0,0,
63895,0,0,270,0,0,0,0,0,0,0,0,0,0,
34342,0,0,262,0,0,0,0,0,0,0,0,0,0,
42271,0,0,84,0,0,0,0,0,0,0,0,0,0,
4646,0,0,5,0,0,0,0,0,0,0,0,0,0,
64625,0,0,8220,0,0,0,0,0,0,0,0,0,0,
1383,0,0,3388,0,0,0,0,0,0,0,0,0,0,
36298,0,0,692,0,0,0,0,0,0,0,0,0,0,
35683,0,0,88,0,0,0,0,0,0,0,0,0,0,
22348,0,0,1384,0,0,0,0,0,0,0,0,0,0,
64151,0,0,2251,0,0,0,0,0,0,0,0,0,0,
63336,0,0,58,0,0,0,0,0,0,0,0,0,0,
25305,0,184,385,0,0,0,0,0,0,0,0,0,0,
11357,0,0,882,0,0,0,0,0,0,0,0,0,0,
24243,0,0,14,0,0,0,0,0,0,0,0,0,0,
61551,0,0,20627,0,0,0,0,0,0,0,0,0,0,
32185,0,0,1581,0,0,0,0,0,0,0,0,0,0,
57196,0,0,225,0,0,0,0,0,0,0,0,0,0,
20819,0,0,916,0,0,0,0,0,0,0,0,0,0,
61185,0,0,178,0,0,0,0,0,0,0,0,0,0,
26044,0,0,182,0,0,0,0,0,0,0,0,0,0,
584,0,0,203,0,0,0,0,0,0,0,0,0,0,
61807,0,0,13038,0,0,0,0,0,0,0,0,0,0,
54718,0,0,4403,0,0,0,0,0,0,0,0,0,0,
27005,0,0,2053,0,0,0,0,0,0,0,0,0,0,
30297,0,0,251,0,0,0,0,0,0,0,0,0,0,
40114,0,0,18558,0,0,0,0,0,0,0,0,0,0,
62125,0,0,256,0,0,0,0,0,0,0,0,0,0,
13131,0,0,151,0,0,0,0,0,0,0,0,0,0,
52654,0,0,293,0,0,0,0,0,0,0,0,0,0,
58711,0,4,1924,0,0,0,0,0,0,0,0,0,0,
1587,0,0,2377,0,0,0,0,0,0,0,0,0,0,
59241,0,0,17,0,0,0,0,0,0,0,0,0,0,
13313,0,0,10701,0,0,0,0,0,0,0,0,0,0,
46781,0,0,151,0,0,0,0,0,0,0,0,0,0,
30898,0,0,877,0,0,0,0,0,0,0,0,0,0,
45875,0,0,99,0,0,0,0,0,0,0,0,0,0,
54973,0,0,216,0,0,0,0,0,0,0,0,0,0,
27751,0,0,3750,0,0,0,0,0,0,0,0,0,0,
53955,0,2,801,0,0,0,0,0,0,0,0,0,0,
56482,0,0,8385,0,0,0,0,0,0,0,0,0,0,
15722,0,0,5775,0,0,0,0,0,0,0,0,0,0,
55217,0,0,2594,0,0,0,0,0,0,0,0,0,0,
48667,0,0,4696,0,0,0,0,0,0,0,0,0,0,
45103,0,0,120,0,0,0,0,0,0,0,0,0,0,
23298,0,0,995,0,0,0,0,0,0,0,0,0,0,
31530,0,0,344,0,0,0,0,0,0,0,0,0,0,
63691,0,0,72,0,0,0,0,0,0,0,0,0,0,
58651,0,0,4,0,0,0,0,0,0,0,0,0,0,
